,INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,PREDDEG,HIGHDEG,latitude,longitude,HBCU,MENONLY,WOMENONLY,ADM_RATE,ACTCMMID,SAT_AVG,Agriculture,Natural Resources,Architecture,Ethnic and Gender Studies,Communication Journalism,Communication Technologies,Computer and Info Sciences,Personal and Culinary Services,Education,Engineering,Engineering Technologies and Related Fields,"Foreign Languages, Literatures, and Linguistics",Consumer Science/Human Sciences,Legal Proffessions and Studies,English Lang/Lit,"Liberal Arts Sciences, General Studies, Humanities",Library Science,Bio-Med/Biology,Math/Stats,Military Technologies and Applied Sciences,Multi-Interdisciplinary Studies,Fitness Studies,Philosophy and Religious Studies,Theology and Religious Vocations,Physical Sciences,Science Technology / Technicians,Psychology,"Homeland Security, Homeland Security, Protective Services",Public Administration and Social Service,Social Sciences,Construction Trades,Mechanic Repair Technology/Technicians,Precision Production,Transportation and Materials Moving,Visual and Performing Arts,Health Professions and Related Programs,Business Management Marketing,History,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,TUITFTE,PCTFLOAN,BOOKSUPPLY,ROOMBOARD_ON,OTHEREXPENSE_ON,ROOMBOARD_OFF,OTHEREXPENSE_OFF
1291,Grambling State University,Grambling,LA,71245,Southern Association of Colleges and Schools Commission on Colleges,www.gram.edu/,3,4,32.523797,-92.713245,1,0,0,0.9723,18,981,0,0,0,0,1,0,1,0,2,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,4153,0.0089,0.9254,0.0089,0.0017,0.0012,0,0,0.0453,0.0087,0.0819,1,25754,7683,16706,4574,0.8584,1800,10990,4230,9656,5130
1296,Louisiana State University-Alexandria,Alexandria,LA,71302-9121,Southern Association of Colleges and Schools Commission on Colleges,www.lsua.edu/,3,3,31.178616,-92.414409,0,0,0,0.5628,20,1032,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,1,2,0,0,1,2,0,1,0,2,2,0,0,0,0,0,0,0,2,2,1,2893,0.6405,0.1981,0.0183,0.0111,0.0747,0,0.0287,0.0204,0.0083,0.3605,1,14608,6668,14024,5837,0.4646,1220,7950,3332,9072,3918
1297,Louisiana State University and Agricultural & Mechanical College,Baton Rouge,LA,70803-2750,Southern Association of Colleges and Schools Commission on Colleges,www.lsu.edu/,3,4,30.414986,-91.178921,0,0,0,0.7458,26,1242,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,2,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,2,1,23706,0.69,0.1325,0.0718,0.047,0.0041,0.0011,0.0251,0.0174,0.0109,0.0473,1,30234,11962,28639,12353,0.3242,1038,12276,7686,14510,7686
1303,Louisiana College,Pineville,LA,71359,Southern Association of Colleges and Schools Commission on Colleges,www.lacollege.edu/,3,4,31.324528,-92.425973,0,0,0,0.6935,21,1060,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,2,1,0,0,0,0,0,1,1,2,1,934,0.667,0.2527,0.0268,0.0075,0.0064,0.0011,0.0278,0.0107,0,0.0482,1,26813,17500,17500,10050,0.6096,1400,5274,3730,9072,3730
1305,Louisiana Tech University,Ruston,LA,71272,Southern Association of Colleges and Schools Commission on Colleges,https://www.latech.edu/,3,4,32.528297,-92.649963,0,0,0,0.6409,25,1218,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,2,0,1,1,0,2,1,0,0,1,0,1,0,0,1,0,0,0,1,1,2,1,1,8141,0.7148,0.1242,0.0415,0.0145,0.0045,0.001,0.0286,0.0215,0.0494,0.054,1,22727,10185,19098,7673,0.3311,1242,7155,3759,8874,5031
1306,Loyola University New Orleans,New Orleans,LA,70118-6143,Southern Association of Colleges and Schools Commission on Colleges,www.loyno.edu/,3,4,29.936141,-90.120417,0,0,0,0.7502,25,1194,0,1,0,1,2,0,2,0,1,0,0,1,0,0,2,1,0,1,1,0,2,0,1,0,1,0,2,0,0,2,0,0,0,0,2,2,2,1,3043,0.4611,0.1738,0.1929,0.0315,0.0046,0.0023,0.0486,0.0253,0.0598,0.0822,1,53278,40842,40842,14769,0.5926,1276,12936,1966,12936,1966
1307,McNeese State University,Lake Charles,LA,70605,Southern Association of Colleges and Schools Commission on Colleges,www.mcneese.edu/,3,4,30.178187,-93.217222,0,0,0,0.8074,22,1121,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,2,0,1,1,0,1,1,0,0,1,0,2,2,0,2,0,0,0,0,1,2,2,2,5774,0.677,0.1609,0.0384,0.0152,0.0047,0.0007,0.0345,0.0656,0.0029,0.094,1,19917,8102,16140,6324,0.3564,1300,8624,4230,9656,5130
1308,University of New Orleans,New Orleans,LA,70148,Southern Association of Colleges and Schools Commission on Colleges,new.uno.edu/,3,4,30.027704,-90.067142,0,0,0,0.5554,23,1134,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,2,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,5798,0.4848,0.1928,0.1397,0.0861,0.0026,0.0007,0.0486,0.0276,0.0171,0.1626,1,20778,8772,13608,8797,0.3854,1300,9304,4440,10030,5280
1310,Nicholls State University,Thibodaux,LA,70310,Southern Association of Colleges and Schools Commission on Colleges,www.nicholls.edu/,3,4,29.794486,-90.801571,0,0,0,0.8799,23,1134,0,0,0,0,1,0,0,1,1,0,1,0,2,0,2,0,0,1,1,0,1,0,0,0,1,0,2,1,0,2,0,0,0,0,1,2,2,2,5615,0.6864,0.1891,0.0394,0.0107,0.0226,0.0009,0.0264,0.0142,0.0103,0.1147,1,20462,7898,8991,6421,0.4988,1300,10038,4302,9656,5202
1311,University of Louisiana at Monroe,Monroe,LA,71209-0000,Southern Association of Colleges and Schools Commission on Colleges,www.ulm.edu/,3,4,32.527748,-92.07374,0,0,0,0.8004,22,1105,1,0,0,0,1,0,1,0,2,0,0,2,0,0,1,2,0,1,1,0,0,1,0,0,1,0,2,2,1,2,0,0,0,1,1,2,2,2,5723,0.6074,0.2397,0.028,0.0175,0.003,0.0002,0.0264,0.0472,0.0308,0.1728,1,20649,8974,21074,8123,0.4122,1300,7855,4040,9656,4880
1313,Northwestern State University of Louisiana,Natchitoches,LA,71497-0002,Southern Association of Colleges and Schools Commission on Colleges,www.nsula.edu/,3,4,31.750666,-93.097797,0,0,0,0.8198,22,1105,0,0,0,0,1,0,2,0,1,0,1,0,2,0,1,2,0,1,1,0,2,1,0,0,1,0,2,2,2,0,0,0,0,0,1,2,2,2,8191,0.5189,0.3188,0.0678,0.0077,0.0139,0.0012,0.045,0.0148,0.012,0.2436,1,22342,8768,19556,5904,0.4843,1300,9569,4230,9656,5130
1326,Southeastern Louisiana University,Hammond,LA,70402,Southern Association of Colleges and Schools Commission on Colleges,www.southeastern.edu/,3,4,30.514652,-90.468676,0,0,0,0.9021,22,1105,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,2,1,1,0,0,0,0,1,2,1,1,11061,0.6347,0.2189,0.0684,0.008,0.0024,0.0008,0.043,0.0147,0.0091,0.1646,1,20623,8329,20807,6287,0.4242,1300,8830,4230,9656,5130
1327,Southern University and A & M College,Baton Rouge,LA,70813,Southern Association of Colleges and Schools Commission on Colleges,www.subr.edu/,3,4,30.524558,-91.190105,1,0,0,0.349,19,999,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,2,0,0,0,1,0,2,2,1,1,0,0,0,0,1,1,1,1,5829,0.0206,0.9303,0.007,0.0034,0.0022,0.0003,0.0209,0.0082,0.0069,0.164,1,23123,9141,16491,5859,0.7746,1300,9176,3975,9800,4200
1328,Southern University at New Orleans,New Orleans,LA,70126,Southern Association of Colleges and Schools Commission on Colleges,www.suno.edu/,3,4,30.026162,-90.044912,1,0,0,0.6033,17,925,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,1,1,1690,0.0237,0.8302,0.0101,0.003,0.0024,0.0006,0,0.0254,0.1047,0.1822,1,13201,7169,16070,5484,0.8247,1300,9040,4230,9656,5130
1330,University of Louisiana at Lafayette,Lafayette,LA,70503,Southern Association of Colleges and Schools Commission on Colleges,www.louisiana.edu/,3,4,30.212191,-92.020165,0,0,0,0.6791,24,1169,0,1,1,0,1,0,1,0,2,1,1,1,1,0,1,2,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,2,2,1,13639,0.6385,0.2059,0.0581,0.0257,0.0032,0.0012,0.0281,0.0115,0.0279,0.1274,1,22107,10382,24110,9876,0.46,1300,10708,4230,10990,5130
1332,Tulane University of Louisiana,New Orleans,LA,70118-5698,Southern Association of Colleges and Schools Commission on Colleges,https://tulane.edu/,3,4,29.940069,-90.122144,0,0,0,0.1287,32,1444,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,7980,0.681,0.0702,0.0782,0.0515,0.002,0.0009,0.041,0.0623,0.013,0.0902,1,73112,56800,56800,29596,0.2586,1200,15774,1110,15774,1110
1333,Xavier University of Louisiana,New Orleans,LA,70125-1098,Southern Association of Colleges and Schools Commission on Colleges,https://www.xula.edu/,3,4,29.964162,-90.107307,1,0,0,0.5998,23,1120,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,2498,0.0172,0.8159,0.0444,0.0376,0.0004,0,0.0388,0.0176,0.028,0.0296,1,35636,25055,25055,15002,0.6676,1300,10000,2130,9656,2130
1340,Colby College,Waterville,ME,04901-8840,New England Commission on Higher Education,www.colby.edu/,3,3,44.564211,-69.66337,0,0,0,0.0967,33,1456,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,2003,0.6051,0.0499,0.0834,0.0819,0.003,0.002,0.0544,0.0959,0.0245,0,1,71202,57280,57280,28529,0.1825,800,14720,800,5240,800
1346,University of Maine at Fort Kent,Fort Kent,ME,04743-1292,New England Commission on Higher Education,www.umfk.maine.edu/,3,3,47.250389,-68.589319,0,0,0,0.9933,18,976,0,1,0,0,0,0,2,0,1,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,0,885,0.7582,0.0497,0.0328,0.0079,0.0079,0.0023,0.0463,0.0621,0.0328,0.3831,1,18081,8295,12585,6025,0.3077,1000,8450,2500,7500,2500
1348,University of Maine,Orono,ME,4469,New England Commission on Higher Education,www.umaine.edu/,3,4,44.899257,-68.669332,0,0,0,0.9024,24,1159,1,1,0,1,2,0,1,0,1,1,2,1,1,0,1,2,0,1,1,0,1,1,1,0,1,0,1,0,2,1,0,0,0,0,1,1,2,1,8832,0.8401,0.018,0.0411,0.0165,0.0086,0.0005,0.0358,0.0215,0.0179,0.091,1,24335,11438,31748,11688,0.5716,1000,10966,2200,10966,2200
1349,Maine Maritime Academy,Castine,ME,04420-0001,New England Commission on Higher Education,https://mainemaritime.edu/,3,4,44.389654,-68.804347,0,0,0,0.4532,24,1115,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,991,0.8446,0.0182,0.0343,0.0141,0.005,0,0,0.005,0.0787,0.0242,1,27487,13792,27820,20270,0.7794,1000,10516,2900,10516,2900
1351,University of New England,Biddeford,ME,04005-9599,New England Commission on Higher Education,https://www.une.edu/,3,4,43.458591,-70.38535,0,0,0,0.8439,24,1142,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,2,1,1,2449,0.8844,0.0151,0.0033,0.0335,0.0024,0.0004,0.0233,0.0049,0.0327,0.0163,1,55340,38750,38750,22934,0.4774,1400,14410,2750,9700,3650
1355,Saint Joseph's College of Maine,Standish,ME,04084-5236,New England Commission on Higher Education,www.sjcme.edu/,3,4,43.826314,-70.483373,0,0,0,0.8716,21,1072,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,2,0,1,1,0,0,1,1,2,1,0,1,1,1,1,0,0,0,0,1,2,1,1,1276,0.3723,0.0086,0.0133,0.0063,0.0047,0.0016,0,0,0.5933,0.3103,1,51089,36720,36720,11722,0.6486,1200,14090,1700,7200,2700
1358,University of Southern Maine,Portland,ME,4103,New England Commission on Higher Education,www.usm.maine.edu/,3,4,43.662863,-70.274247,0,0,0,0.809,23,1058,0,1,0,1,2,0,1,0,2,1,1,1,0,0,1,2,0,1,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,1,1,2,1,5255,0.7878,0.0723,0.0331,0.0244,0.007,0.0004,0.0352,0.0133,0.0265,0.2312,1,19913,9226,22050,8059,0.4388,600,9956,3000,9956,3000
1368,Bowie State University,Bowie,MD,20715-9465,Middle States Commission on Higher Education,www.bowiestate.edu/,3,4,39.018185,-76.759721,1,0,0,0.7967,19,949,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,5085,0.0197,0.8195,0.0452,0.014,0.0018,0.0018,0.0415,0.024,0.0326,0.1495,1,22338,8444,19136,5449,0.5965,2500,11476,1600,13746,1600
1369,Capitol Technology University,Laurel,MD,20708,Middle States Commission on Higher Education,www.captechu.edu/,3,4,39.046673,-76.850231,0,0,0,0.8338,22,1124,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,391,0.3939,0.2711,0.0997,0.0512,0.0026,0,0.0409,0.0051,0.1355,0.1304,1,37079,26308,26308,25262,0.53,1600,12754,3200,18198,3920
1373,Washington Adventist University,Takoma Park,MD,20912,Middle States Commission on Higher Education,https://www.wau.edu/,3,4,38.986349,-77.000608,0,0,0,0.5877,20,948,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,819,0.0525,0.5092,0.199,0.0354,0.0024,0.0012,0.022,0.105,0.0733,0.1197,1,32262,24800,24800,15613,0.6365,1200,9616,1100,2226,1411
1374,Coppin State University,Baltimore,MD,21216-3698,Middle States Commission on Higher Education,www.coppin.edu/,3,4,39.311258,-76.658687,1,0,0,0.2798,18,903,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,2,1,2344,0.0192,0.8319,0.0277,0.0034,0.0047,0,0.0286,0.067,0.0175,0.2308,1,19577,8964,15361,2132,0.6169,800,10655,3386,6498,3686
1378,Frostburg State University,Frostburg,MD,21532-1099,Middle States Commission on Higher Education,www.frostburg.edu/,3,4,39.650918,-78.934293,0,0,0,0.8014,20,1033,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,2,1,0,1,0,1,1,1,1,0,0,0,0,1,2,2,1,4092,0.5252,0.3192,0.0525,0.0181,0.002,0,0.0467,0.0291,0.0073,0.1657,1,23810,9410,23510,6260,0.5255,1500,10682,3058,10682,3058
1380,Goucher College,Baltimore,MD,21204-2794,Middle States Commission on Higher Education,www.goucher.edu/,3,4,39.410175,-76.594843,0,0,0,0.813,26,1166,0,1,0,2,1,0,1,0,1,0,0,1,0,1,2,0,0,1,1,0,2,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1439,0.4948,0.2022,0.1042,0.0424,0,0.0014,0.041,0.0257,0.0883,0.0827,1,61294,45250,45250,14511,0.5528,1200,14900,2700,10000,2700
1386,Johns Hopkins University,Baltimore,MD,21218-2688,Middle States Commission on Higher Education,www.jhu.edu/,3,4,39.328977,-76.621595,0,0,0,0.1117,34,1514,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,5729,0.2807,0.0756,0.1531,0.2646,0.0014,0.0016,0.0632,0.1152,0.0447,0.0014,1,71901,55350,55350,27244,0.2929,1250,16310,1118,12235,1118
1391,University of Maryland-Baltimore County,Baltimore,MD,21250,Middle States Commission on Higher Education,umbc.edu/,3,4,39.256686,-76.711607,0,0,0,0.6103,27,1270,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,10955,0.3911,0.1912,0.0826,0.2162,0.0014,0.0013,0.0531,0.0403,0.0228,0.1399,1,24881,12028,27662,9908,0.3599,1600,12350,3052,14422,3952
1392,University of Maryland-College Park,College Park,MD,20742,Middle States Commission on Higher Education,www.umd.edu/,3,4,38.988178,-76.944721,0,0,0,0.4418,32,1389,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,29905,0.4887,0.1141,0.0943,0.1828,0.001,0.0007,0.0452,0.044,0.0291,0.0561,1,26481,10779,36891,15135,0.3025,1250,13315,2522,14434,4202
1393,Maryland Institute College of Art,Baltimore,MD,21217-4134,Middle States Commission on Higher Education,www.mica.edu/,3,4,39.308792,-76.621033,0,0,0,0.6389,27,1230,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1740,0.3592,0.0764,0.0983,0.0971,0,0,0.0621,0.277,0.0299,0.0425,1,64329,50330,50330,30700,0.4209,1500,13720,1525,10620,1525
1394,University of Maryland Eastern Shore,Princess Anne,MD,21853-1299,Middle States Commission on Higher Education,www.umes.edu/,3,4,38.207386,-75.686852,1,0,0,0.6467,18,941,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,2270,0.096,0.5797,0.0463,0.0176,0.0018,0,0.0286,0.0326,0.1974,0.0771,1,23983,8558,18968,4139,0.6347,2000,10085,4050,11136,4050
1398,Morgan State University,Baltimore,MD,21251-0001,Middle States Commission on Higher Education,https://www.morgan.edu/,3,4,39.344161,-76.585565,1,0,0,0.6784,18,737,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,2,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,6449,0.0169,0.8263,0.0389,0.0076,0.0014,0.0009,0.0347,0.0602,0.013,0.1075,1,23867,8008,18480,6774,0.6778,2000,10114,3565,12902,3565
1399,Mount St. Mary's University,Emmitsburg,MD,21727-7799,Middle States Commission on Higher Education,https://msmary.edu/,3,4,39.681705,-77.351887,0,0,0,0.7479,22,1097,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1831,0.58,0.1666,0.1311,0.0333,0.0049,0.0066,0.0486,0.0142,0.0147,0.053,1,56451,42590,42590,15755,0.6006,1300,13330,1400,7500,2300
1402,Notre Dame of Maryland University,Baltimore,MD,21210-2476,Middle States Commission on Higher Education,www.ndm.edu/,3,4,39.350612,-76.619739,0,0,1,0.6173,21,1026,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,2,2,1,778,0.3766,0.2802,0.1195,0.0707,0,0,0.054,0.0206,0.0784,0.3149,1,50060,38340,38340,17965,0.6818,1240,12200,1700,14081,2410
1407,St. Mary's College of Maryland,St. Mary's City,MD,20686,Middle States Commission on Higher Education,www.smcm.edu/,3,4,38.190904,-76.429097,0,0,0,0.8427,25,1184,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1466,0.7067,0.103,0.0655,0.0402,0.0014,0.0014,0.0553,0.0048,0.0218,0.0232,1,30238,15124,31200,10691,0.4942,800,13595,1628,13595,1628
1408,St. John's College,Annapolis,MD,21401,Middle States Commission on Higher Education,www.sjc.edu/,3,4,38.981598,-76.491359,0,0,0,0.5985,29,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,0.6255,0.0142,0.0587,0.0405,0,0,0.0547,0.2024,0.004,0.004,1,67325,35635,35635,16207,0.4789,630,12986,750,12986,750
1409,Towson University,Towson,MD,21252-0001,Middle States Commission on Higher Education,www.towson.edu/,3,4,39.393622,-76.611164,0,0,0,0.7631,23,1139,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2,1,1,19458,0.5151,0.2448,0.0868,0.0676,0.0009,0.0008,0.0543,0.0161,0.0134,0.1175,1,25180,10198,24334,7090,0.4833,1080,12846,3350,12846,3350
1412,Stevenson University,Stevenson,MD,21153-0641,Middle States Commission on Higher Education,www.stevenson.edu/,3,4,39.421988,-76.702092,0,0,0,0.8078,21,1097,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,1,2,2,1,3073,0.5486,0.2587,0.0726,0.0381,0.0026,0.001,0.0475,0.0068,0.0241,0.1136,1,51239,37142,37142,15635,0.601,1600,13624,2900,8400,3300
1418,Amherst College,Amherst,MA,01002-5000,New England Commission on Higher Education,www.amherst.edu/,3,3,42.372459,-72.518493,0,0,0,0.1131,32,1431,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1839,0.4328,0.1017,0.1316,0.1479,0.0049,0.0011,0.0653,0.0881,0.0266,0,1,73966,58640,58640,28385,0.1569,1000,15310,1800,15310,1800
1422,Babson College,Wellesley,MA,02457-0310,New England Commission on Higher Education,www.babson.edu/,3,4,42.297017,-71.264057,0,0,0,0.2641,30,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2324,0.3386,0.0448,0.1222,0.108,0.0009,0.0004,0.025,0.296,0.0641,0,1,70428,52608,52608,35201,0.3105,1144,16776,1850,16776,1850
1424,Boston Baptist College,Boston,MA,02136-4030,Transnational Association of Christian Colleges and Schools,boston.edu/,3,3,42.254037,-71.1103,0,0,0,0.9091,19,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.8182,0.0682,0.1136,0,0,0,0,0,0,0.2727,1,25578,12600,12600,18093,0.4444,800,7000,6291,9657,6291
1425,Bay Path University,Longmeadow,MA,1106,New England Commission on Higher Education,www.baypath.edu/,3,4,42.055088,-72.583382,0,0,1,0.7177,22,1069,2,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,2,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,1800,0.5433,0.1422,0.2217,0.0178,0.0028,0.0011,0.0217,0.0072,0.0422,0.3528,1,46516,35081,35081,15912,0.8653,1600,12799,1900,3500,2400
1427,Becker College,Worcester,MA,01609-2165,New England Commission on Higher Education,www.becker.edu/,3,4,42.269171,-71.811894,0,0,0,0.6989,20,1059,1,0,0,0,1,1,1,0,1,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,1,2,2,0,1591,0.6197,0.0842,0.0987,0.0308,0.0031,0.0019,0.0333,0.0082,0.1201,0.1697,1,54918,40150,40150,18837,0.7242,960,13800,3200,5842,6554
1428,Bentley University,Waltham,MA,02452-4705,New England Commission on Higher Education,www.bentley.edu/,3,4,42.385995,-71.222839,0,0,0,0.4672,29,1327,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4157,0.5817,0.0354,0.0748,0.0885,0.0002,0.0005,0.0255,0.1525,0.0409,0.0118,1,68577,51830,51830,32018,0.4874,1300,16960,1230,16960,1230
1434,Boston College,Chestnut Hill,MA,2467,New England Commission on Higher Education,www.bc.edu/,3,4,42.336213,-71.169242,0,0,0,0.2722,33,1437,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,9637,0.5774,0.0405,0.1158,0.1047,0.0003,0.0003,0.0374,0.0777,0.046,0.0127,1,73053,57910,57910,34275,0.3685,1250,14826,1900,11550,1900
1435,Boston University,Boston,MA,2215,New England Commission on Higher Education,www.bu.edu/,3,4,42.351118,-71.107942,0,0,0,0.1894,32,1433,0,2,1,1,1,0,2,0,1,1,0,1,0,0,1,0,0,1,1,0,2,0,1,0,1,0,1,1,1,1,0,0,0,0,1,2,1,1,16891,0.3637,0.0407,0.1173,0.1713,0.0004,0.0008,0.0429,0.2182,0.0447,0.0173,1,72517,55892,55892,33319,0.3112,1000,16160,1950,15720,1950
1436,Brandeis University,Waltham,MA,02454-9110,New England Commission on Higher Education,https://www.brandeis.edu/,3,4,42.365727,-71.260155,0,0,0,0.299,32,1434,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,3678,0.4584,0.0527,0.0832,0.143,0.0008,0.0016,0.0381,0.1982,0.0239,0.0014,1,73266,57561,57561,24201,0.3894,1000,16080,1500,12500,1500
1437,Bridgewater State University,Bridgewater,MA,2325,New England Commission on Higher Education,www.bridgew.edu/,3,4,41.98749,-70.974553,0,0,0,0.8766,23,1063,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,9195,0.7122,0.118,0.0788,0.0195,0.0015,0.0008,0.052,0.0041,0.0131,0.1705,1,23172,10732,16872,10131,0.7613,800,13300,2644,12576,3544
1447,Curry College,Milton,MA,02186-2395,New England Commission on Higher Education,https://www.curry.edu/,3,4,42.238061,-71.116539,0,0,0,0.8706,21,1034,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,2,1,0,2285,0.6429,0.1212,0.0761,0.0263,0.0031,0.0018,0.028,0.014,0.0867,0.1444,1,56057,41230,41230,18691,0.6541,1100,15620,2200,9850,2650
1449,Dean College,Franklin,MA,02038-1941,New England Commission on Higher Education,www.dean.edu/,3,3,42.085634,-71.397813,0,0,0,0.6882,20,1010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1310,0.5725,0.1412,0.0908,0.0153,0.0031,0.0015,0.0443,0.0443,0.087,0.0962,1,57543,40414,40414,17845,0.6939,1000,17258,1500,9775,1700
